VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2021-02-01 00:40:47,2021-02-01 00:48:28,1,2.30,1,N,141,226,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,2021-02-01 00:07:44,2021-02-01 00:20:31,1,1.60,1,N,43,263,2,9.5,3,0.5,0,0,0.3,13.3,0
1,2021-02-01 00:59:36,2021-02-01 01:24:13,1,5.30,1,N,114,263,2,19,3,0.5,0,0,0.3,22.8,2.5
2,2021-02-01 00:03:26,2021-02-01 00:16:32,1,2.79,1,N,236,229,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,2021-02-01 00:20:20,2021-02-01 00:24:03,2,.64,1,N,229,140,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2021-02-01 00:55:03,2021-02-01 01:03:39,1,1.97,1,N,238,75,1,8.5,0.5,0.5,1.96,0,0.3,11.76,0
1,2021-02-01 00:09:22,2021-02-01 00:53:48,1,26.60,1,N,132,200,1,69,0.5,0.5,0,6.12,0.3,76.42,0
2,2021-02-01 00:52:15,2021-02-01 01:16:24,4,6.07,1,N,249,181,1,21,0.5,0.5,6.2,0,0.3,31,2.5
1,2021-02-01 00:08:29,2021-02-01 00:21:22,1,2.00,1,N,79,246,1,9,3,0.5,3.2,0,0.3,16,2.5
1,2021-02-01 00:28:13,2021-02-01 00:31:40,1,.80,1,Y,75,74,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2021-02-01 00:17:42,2021-02-01 00:28:23,1,2.10,1,N,74,24,2,9,0.5,0.5,0,0,0.3,10.3,0
1,2021-02-01 00:25:10,2021-02-01 00:25:38,1,.00,1,N,113,113,4,2.5,3,0.5,0,0,0.3,6.3,2.5
1,2021-02-01 00:23:48,2021-02-01 00:34:59,1,2.80,1,N,90,229,1,11,3,0.5,3.7,0,0.3,18.5,2.5
2,2021-02-01 00:18:31,2021-02-01 00:46:45,1,8.08,1,N,75,88,1,26.5,0.5,0.5,6.06,0,0.3,36.36,2.5
2,2021-02-01 00:33:38,2021-02-01 00:55:59,2,6.41,1,N,132,122,2,21,0.5,0.5,0,0,0.3,22.3,0
2,2021-02-01 00:34:13,2021-02-01 00:42:13,1,1.53,1,N,170,48,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2021-02-01 00:33:17,2021-02-01 00:33:17,1,.00,5,Y,260,264,2,0,0,0,0,0,0,0,0
2,2021-02-01 00:17:53,2021-02-01 00:30:23,1,2.72,1,N,142,90,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,2021-02-01 00:38:17,2021-02-01 00:46:53,1,1.72,1,N,68,249,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2021-02-01 00:06:33,2021-02-01 00:13:56,1,2.42,1,N,79,256,4,-9,-0.5,-0.5,0,0,-0.3,-12.8,-2.5
2,2021-02-01 00:06:33,2021-02-01 00:13:56,1,2.42,1,N,79,256,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2021-02-01 00:21:23,2021-02-01 00:25:01,1,.66,1,N,148,79,1,4.5,0.5,0.5,2.49,0,0.3,10.79,2.5
2,2021-02-01 00:51:19,2021-02-01 01:06:31,1,3.43,1,N,100,263,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2021-02-01 00:24:54,2021-02-01 00:55:36,1,10.62,1,N,132,39,2,31,0.5,0.5,0,0,0.3,32.3,0
1,2021-02-01 00:42:01,2021-02-01 00:46:56,1,.90,1,N,229,229,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2021-02-01 00:12:35,2021-02-01 00:18:43,1,1.90,1,N,90,50,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2021-02-01 00:23:00,2021-02-01 00:35:10,1,3.70,1,N,246,238,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2021-02-01 00:44:05,2021-02-01 00:51:19,2,1.50,1,N,143,48,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,2021-02-01 00:31:44,2021-02-01 01:15:19,1,19.60,2,N,132,262,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2021-02-01 00:22:16,2021-02-01 01:21:56,1,15.18,1,N,132,188,1,48.5,0.5,0.5,9.96,0,0.3,59.76,0
2,2021-02-01 00:07:25,2021-02-01 00:20:25,1,3.12,1,N,107,141,1,11.5,0.5,0.5,3.82,0,0.3,19.12,2.5
1,2021-02-01 00:02:44,2021-02-01 00:08:20,2,1.00,1,N,186,230,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,2021-02-01 00:30:16,2021-02-01 00:39:40,1,1.70,1,N,48,143,1,8.5,3,0.5,2,0,0.3,14.3,2.5
2,2021-02-01 00:15:28,2021-02-01 00:27:23,3,2.73,1,N,186,237,1,10,0.5,0.5,4.14,0,0.3,17.94,2.5
2,2021-02-01 00:13:43,2021-02-01 00:29:35,1,2.37,1,N,236,170,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,2021-02-01 00:18:28,2021-02-01 01:09:26,1,23.05,1,N,132,241,1,61.5,0.5,0.5,13.78,6.12,0.3,82.7,0
1,2021-02-01 00:30:05,2021-02-01 00:38:08,1,2.20,1,N,229,236,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,2021-02-01 00:19:24,2021-02-01 00:27:49,1,1.60,1,N,244,116,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,2021-01-31 23:58:33,2021-02-01 00:22:23,1,7.14,1,N,79,260,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
2,2021-02-01 00:24:01,2021-02-01 00:33:08,1,3.35,1,N,260,223,1,12,0.5,0.5,2.66,0,0.3,15.96,0
2,2021-02-01 00:01:00,2021-02-01 00:13:00,1,1.13,1,N,249,144,1,8.5,0.5,0.5,5,0,0.3,17.3,2.5
2,2021-02-01 00:03:32,2021-02-01 00:19:17,1,4.00,1,N,186,151,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,2021-02-01 00:24:12,2021-02-01 00:44:08,1,3.69,1,N,80,61,1,15,0.5,0.5,4,0,0.3,20.3,0
2,2021-02-01 00:32:25,2021-02-01 01:14:48,1,14.20,1,N,132,89,1,41,0.5,0.5,3.5,0,0.3,45.8,0
1,2021-02-01 00:05:54,2021-02-01 00:24:21,1,3.60,1,N,140,151,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5
2,2021-02-01 00:20:09,2021-02-01 01:42:57,1,29.59,1,N,55,264,1,85,0.5,0.5,0,6.12,0.3,92.42,0
2,2021-02-01 00:09:27,2021-02-01 00:48:37,1,18.76,1,N,132,66,1,50,0.5,0.5,25,0,0.3,76.3,0
2,2021-02-01 00:09:38,2021-02-01 00:12:28,1,.80,1,N,90,68,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2021-02-01 00:19:17,2021-02-01 00:57:11,1,6.62,1,N,186,37,2,26.5,0.5,0.5,0,0,0.3,30.3,2.5
2,2021-02-01 00:27:41,2021-02-01 00:28:56,1,.19,1,N,262,263,2,3,0.5,0.5,0,0,0.3,6.8,2.5
1,2021-02-01 00:17:17,2021-02-01 00:26:12,1,1.40,1,N,211,79,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,2021-02-01 00:43:27,2021-02-01 00:47:09,1,.80,1,N,237,141,2,5,3,0.5,0,0,0.3,8.8,2.5
2,2021-02-01 00:27:34,2021-02-01 00:51:40,1,5.61,1,N,79,236,1,20,0.5,0.5,2,0,0.3,25.8,2.5
2,2021-02-01 00:39:37,2021-02-01 01:06:01,1,7.97,1,N,132,102,2,24.5,0.5,0.5,0,0,0.3,25.8,0
1,2021-02-01 00:17:44,2021-02-01 00:23:50,1,.60,1,N,230,48,1,5.5,3,0.5,2.3,0,0.3,11.6,2.5
1,2021-02-01 00:28:39,2021-02-01 00:51:21,1,4.70,1,N,48,87,1,17,3,0.5,5.2,0,0.3,26,2.5
2,2021-02-01 00:31:34,2021-02-01 00:49:32,1,7.56,1,N,132,222,2,22,0.5,0.5,0,0,0.3,23.3,0
2,2021-02-01 00:55:39,2021-02-01 01:45:23,1,11.48,1,N,132,225,1,38.5,0.5,0.5,7.96,0,0.3,47.76,0
2,2021-02-05 00:04:28,2021-02-05 00:22:35,5,7.15,1,N,161,36,1,22.5,0.5,0.5,9.73,6.12,0.3,42.15,2.5
2,2021-02-01 00:42:09,2021-02-01 00:52:37,1,2.10,1,N,142,151,1,9.5,0.5,0.5,1.33,0,0.3,14.63,2.5
2,2021-02-01 00:53:20,2021-02-01 01:06:31,1,3.75,1,N,151,229,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
1,2021-02-01 00:52:44,2021-02-01 00:57:39,1,.80,1,N,186,230,2,5,3,0.5,0,0,0.3,8.8,2.5
2,2021-01-31 23:56:33,2021-02-01 00:10:22,1,4.85,1,N,132,205,2,15.5,0.5,0.5,0,0,0.3,16.8,0
2,2021-01-31 23:57:35,2021-02-01 00:03:27,2,1.69,1,N,162,107,1,7,0.5,0.5,1,0,0.3,11.8,2.5
2,2021-02-01 00:14:55,2021-02-01 00:26:56,2,4.31,1,N,137,74,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,2021-02-01 00:28:49,2021-02-01 00:43:54,1,3.44,1,N,263,234,1,13,0.5,0.5,5.04,0,0.3,21.84,2.5
2,2021-02-01 00:51:19,2021-02-01 00:54:19,1,.71,1,N,170,107,1,4,0.5,0.5,1,0,0.3,8.8,2.5
2,2021-02-01 00:15:53,2021-02-01 00:50:17,1,17.70,2,N,132,186,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2021-02-01 00:53:27,2021-02-01 00:55:35,1,.46,1,N,74,75,1,3.5,0.5,0.5,1.44,0,0.3,6.24,0
1,2021-02-01 00:03:54,2021-02-01 00:10:49,1,1.40,1,N,186,107,1,7,3,0.5,3.2,0,0.3,14,2.5
2,2021-02-01 00:38:10,2021-02-01 00:53:55,6,4.27,1,N,263,68,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,2021-02-01 00:04:16,2021-02-01 00:14:23,1,1.23,1,N,186,164,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2021-02-01 00:35:28,2021-02-01 00:41:51,1,.72,1,N,68,246,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2021-02-01 00:33:02,2021-02-01 00:53:59,1,6.95,1,N,132,205,2,22,0.5,0.5,0,0,0.3,23.3,0
1,2021-02-01 00:00:15,2021-02-01 00:31:30,0,10.20,1,N,138,17,1,31,0.5,0.5,4,0,0.3,36.3,0
2,2021-01-31 23:57:54,2021-02-01 00:02:57,6,1.44,1,N,158,100,1,6.5,0.5,0.5,2.58,0,0.3,12.88,2.5
2,2021-02-01 00:22:06,2021-02-01 00:25:48,6,.89,1,N,68,68,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2021-02-01 00:46:31,2021-02-01 00:49:31,6,.47,1,N,186,48,2,4,0.5,0.5,0,0,0.3,7.8,2.5
1,2021-02-01 00:14:16,2021-02-01 00:18:41,1,.70,1,N,68,50,2,5,3,0.5,0,0,0.3,8.8,2.5
1,2021-02-01 00:31:41,2021-02-01 00:49:20,1,3.60,1,N,48,4,1,14,3,0.5,10,0,0.3,27.8,2.5
1,2021-02-01 00:59:02,2021-02-01 01:03:15,1,.80,1,N,224,4,1,5,3,0.5,2.2,0,0.3,11,2.5
1,2021-02-01 00:37:40,2021-02-01 01:19:52,0,8.70,1,N,239,198,2,31,3,0.5,0,0,0.3,34.8,2.5
1,2021-02-01 00:25:06,2021-02-01 00:35:46,1,4.20,1,N,264,264,2,13.5,0.5,0.5,0,0,0.3,14.8,0
1,2021-02-01 00:03:36,2021-02-01 00:06:51,1,.50,1,N,186,90,1,4.5,3,0.5,2.49,0,0.3,10.79,2.5
1,2021-02-01 00:16:35,2021-02-01 00:29:56,1,2.20,1,N,186,142,1,10.5,3,0.5,3.55,0,0.3,17.85,2.5
1,2021-02-01 00:49:41,2021-02-01 01:00:17,1,1.90,1,N,146,179,2,9,0.5,0.5,0,0,0.3,10.3,0
1,2021-02-01 00:31:01,2021-02-01 00:55:19,1,8.10,1,N,132,95,2,26,0.5,0.5,0,0,0.3,27.3,0
2,2021-02-01 00:33:14,2021-02-01 01:24:03,1,16.89,1,N,132,89,1,48.5,0.5,0.5,2,0,0.3,51.8,0
2,2021-02-01 00:20:45,2021-02-01 00:27:48,2,1.31,1,N,75,74,1,6.5,0.5,0.5,2.2,0,0.3,10,0
1,2021-02-01 00:46:11,2021-02-01 00:48:31,1,.40,1,N,107,234,1,3.5,3,0.5,2.15,0,0.3,9.45,2.5
1,2021-02-01 00:51:41,2021-02-01 01:04:34,1,1.80,1,N,234,4,2,9.5,3,0.5,0,0,0.3,13.3,2.5
2,2021-02-01 00:32:22,2021-02-01 01:12:16,2,15.59,1,N,68,259,1,45,0.5,0.5,5,0,0.3,53.8,2.5
1,2021-02-01 00:51:57,2021-02-01 01:16:04,2,9.00,1,N,142,127,4,26.5,3,0.5,0,0,0.3,30.3,2.5
2,2021-02-01 00:17:59,2021-02-01 00:25:27,1,1.37,1,N,186,137,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2021-02-01 00:15:27,2021-02-01 00:19:19,1,1.18,1,N,141,75,1,5.5,0.5,0.5,4,0,0.3,13.3,2.5
2,2021-02-01 00:27:59,2021-02-01 00:39:38,1,2.09,1,N,141,263,1,9.5,0.5,0.5,2.39,0,0.3,15.69,2.5
2,2021-02-01 00:30:58,2021-02-01 00:32:21,1,.37,1,N,264,264,1,3,0.5,0.5,2.04,0,0.3,8.84,2.5
1,2021-02-01 00:26:45,2021-02-01 00:42:13,1,3.30,1,N,146,193,1,12.5,0.5,0.5,1,0,0.3,14.8,0
1,2021-02-01 00:44:28,2021-02-01 00:44:42,1,.00,1,N,193,193,3,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2021-02-01 00:06:19,2021-02-01 00:12:48,1,1.17,1,N,233,164,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2021-02-01 00:28:37,2021-02-01 00:32:10,1,.60,1,N,230,48,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2021-02-01 00:34:01,2021-02-01 00:37:48,1,.54,1,N,48,48,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5
1,2021-02-01 00:23:07,2021-02-01 00:28:22,1,.50,1,N,48,142,1,5,2.5,0.5,2.45,0,0.3,10.75,2.5
1,2021-02-01 00:36:44,2021-02-01 00:45:10,1,1.10,1,N,48,230,2,7,2.5,0.5,0,0,0.3,10.3,2.5
1,2021-02-01 00:19:01,2021-02-01 00:29:46,1,2.50,1,N,90,229,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
2,2021-02-01 00:05:20,2021-02-01 00:11:26,1,2.05,1,N,163,236,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2021-02-01 00:23:52,2021-02-01 01:07:16,1,12.46,1,N,170,14,1,40,0.5,0.5,0,0,0.3,43.8,2.5
2,2021-02-01 00:22:17,2021-02-01 01:16:14,2,18.82,1,N,132,185,2,57.5,0.5,0.5,0,6.12,0.3,64.92,0
2,2021-02-01 00:20:47,2021-02-01 00:33:09,1,4.94,1,N,79,75,1,15,0.5,0.5,10,0,0.3,28.8,2.5
2,2021-02-01 00:36:44,2021-02-01 00:47:54,2,5.18,1,N,132,203,2,15.5,0.5,0.5,0,0,0.3,16.8,0
2,2021-02-01 00:09:51,2021-02-01 00:29:01,1,5.61,1,N,137,80,1,18.5,0.5,0.5,4.01,0,0.3,26.31,2.5
1,2021-02-01 00:15:27,2021-02-01 00:38:16,1,9.90,1,Y,256,28,2,27.5,0.5,0.5,0,0,0.3,28.8,0
1,2021-02-01 00:43:43,2021-02-01 00:50:43,1,1.10,1,N,137,100,2,6.5,3,0.5,0,0,0.3,10.3,2.5
2,2021-01-31 23:53:54,2021-02-01 00:14:01,5,4.53,1,N,48,112,2,16.5,0.5,0.5,0,6.12,0.3,26.42,2.5
2,2021-02-01 00:16:54,2021-02-01 00:46:28,5,4.42,1,N,112,80,2,16.5,0.5,0.5,0,0,0.3,17.8,0
2,2021-01-31 23:38:51,2021-02-01 00:07:06,1,9.78,1,N,236,97,2,29.5,0.5,0.5,0,0,0.3,33.3,2.5
2,2021-02-01 00:16:47,2021-02-01 00:57:55,3,7.66,1,N,186,37,2,29.5,0.5,0.5,0,0,0.3,33.3,2.5
2,2021-02-01 00:06:26,2021-02-01 00:14:55,1,1.88,1,N,190,181,1,8,0.5,0.5,10,0,0.3,19.3,0
2,2021-02-01 00:56:29,2021-02-01 01:18:09,1,6.90,1,N,137,42,1,21.5,0.5,0.5,7.59,0,0.3,32.89,2.5
1,2021-02-01 00:08:25,2021-02-01 00:13:32,2,1.00,1,N,137,164,1,5.5,3,0.5,0,0,0.3,9.3,2.5
1,2021-02-01 00:32:25,2021-02-01 00:34:47,1,.70,1,N,224,137,1,4,3,0.5,1.55,0,0.3,9.35,2.5
1,2021-02-01 00:13:47,2021-02-01 00:43:12,1,7.70,1,N,186,42,1,26,3,0.5,5,0,0.3,34.8,2.5
1,2021-02-01 00:23:30,2021-02-01 00:31:45,1,1.80,1,N,75,42,2,8,0.5,0.5,0,0,0.3,9.3,0
2,2021-02-01 00:19:21,2021-02-01 00:25:33,5,.90,1,N,164,234,1,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2021-02-01 00:37:48,2021-02-01 00:46:06,4,1.44,1,N,186,163,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5
2,2021-02-01 00:21:23,2021-02-01 01:05:08,1,18.37,2,N,132,142,1,52,0,0.5,5,0,0.3,60.3,2.5
2,2021-02-01 00:58:00,2021-02-01 01:14:05,2,4.81,1,N,169,41,1,16.5,0.5,0.5,0,0,0.3,17.8,0
2,2021-02-01 00:22:09,2021-02-01 00:29:59,1,2.19,1,N,230,113,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2021-02-01 00:03:17,2021-02-01 00:38:32,1,20.82,1,N,132,174,1,55,0.5,0.5,2,6.12,0.3,64.42,0
2,2021-02-01 00:03:17,2021-02-01 00:10:19,1,.79,1,N,236,262,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,2021-02-01 00:19:09,2021-02-01 00:33:02,1,3.54,1,N,263,107,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2021-02-01 00:16:49,2021-02-01 00:53:59,1,19.11,2,N,132,90,1,52,0,0.5,10,6.12,0.3,71.42,2.5
2,2021-02-01 00:14:53,2021-02-01 00:43:40,1,15.15,1,N,132,223,1,41.5,0.5,0.5,8.56,0,0.3,51.36,0
2,2021-02-01 00:52:06,2021-02-01 01:17:25,1,7.81,1,N,152,249,2,24.5,0.5,0.5,0,0,0.3,28.3,2.5
1,2021-02-01 00:08:57,2021-02-01 00:58:55,0,17.80,2,N,132,140,1,52,2.5,0.5,13.8,0,0.3,69.1,2.5
2,2021-01-31 23:59:05,2021-02-01 00:16:59,1,3.80,1,N,230,79,1,14,0.5,0.5,10,0,0.3,27.8,2.5
2,2021-02-01 00:30:58,2021-02-01 00:36:48,2,1.32,1,N,230,50,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2021-02-01 00:49:10,2021-02-01 01:03:21,2,1.72,1,N,239,263,1,10.5,0.5,0.5,2.14,0,0.3,16.44,2.5
2,2021-02-01 00:50:20,2021-02-01 00:57:00,1,1.22,1,N,137,79,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2021-02-01 00:08:07,2021-02-01 00:15:58,1,1.45,1,N,166,74,1,7,0.5,0.5,2,0,0.3,10.3,0
2,2021-02-01 00:23:10,2021-02-01 00:45:58,1,4.60,1,N,238,142,2,18,0.5,0.5,0,0,0.3,21.8,2.5
2,2021-02-01 00:36:25,2021-02-01 00:40:36,1,.76,1,N,239,238,1,5,0.5,0.5,2.2,0,0.3,11,2.5
2,2021-02-01 00:07:25,2021-02-01 00:13:54,1,2.48,1,N,107,232,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2021-02-01 00:03:11,2021-02-01 00:09:27,1,.94,1,N,186,230,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2021-02-01 00:22:07,2021-02-01 00:24:54,1,.50,1,N,68,48,1,4,0.5,0.5,1.17,0,0.3,8.97,2.5
2,2021-02-01 00:26:53,2021-02-01 00:55:22,1,5.21,1,N,229,129,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5
2,2021-02-01 00:09:57,2021-02-01 00:50:58,6,15.92,1,N,186,81,2,45.5,0.5,0.5,0,0,0.3,49.3,2.5
2,2021-02-01 22:18:30,2021-02-02 00:36:59,2,.00,5,N,132,237,1,62,0,0.5,12.5,0,0,75,0
1,2021-02-01 00:05:08,2021-02-01 00:12:18,1,2.80,1,N,88,232,2,9.5,3,0.5,0,0,0.3,13.3,2.5
1,2021-02-01 00:33:53,2021-02-01 00:56:10,1,5.80,1,N,90,75,1,19.5,3,0.5,5.8,0,0.3,29.1,2.5
2,2021-02-01 00:25:49,2021-02-01 00:49:41,1,4.47,1,N,148,40,1,17,0.5,0.5,6.24,0,0.3,27.04,2.5
1,2021-02-01 00:21:59,2021-02-01 00:25:34,1,.60,1,N,162,161,1,4.5,3,0.5,1.7,0,0.3,10,2.5
1,2021-02-01 00:37:42,2021-02-01 01:19:15,1,11.90,1,Y,162,121,1,38.5,3,0.5,0,0,0.3,42.3,2.5
2,2021-02-01 00:20:38,2021-02-01 00:57:11,1,4.53,1,N,88,189,1,24.5,0.5,0.5,7.08,0,0.3,35.38,2.5
2,2021-02-01 00:22:55,2021-02-01 00:33:45,1,1.69,1,N,148,234,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2021-02-01 00:41:16,2021-02-01 01:02:17,1,7.77,1,N,68,42,2,25,0.5,0.5,0,0,0.3,28.8,2.5
2,2021-02-01 00:19:54,2021-02-01 00:34:12,1,2.09,1,N,239,50,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2021-02-01 00:50:08,2021-02-01 00:56:31,1,1.25,1,N,186,68,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2021-02-01 00:03:31,2021-02-01 00:08:09,2,1.09,1,N,236,75,1,5.5,0.5,0.5,2,0,0.3,11.3,2.5
2,2021-02-01 00:12:51,2021-02-01 00:25:05,2,4.07,1,N,236,113,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2021-02-01 00:35:56,2021-02-01 00:39:55,2,.91,1,N,107,164,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2021-02-01 00:29:22,2021-02-01 00:29:27,1,.00,5,N,265,264,1,70,0,0,14.06,0,0.3,84.36,0
1,2021-02-01 00:46:50,2021-02-01 00:48:49,1,.20,1,N,24,151,2,3,3,0.5,0,0,0.3,6.8,0
